Product_Name,Price,Monthly_Purchases,Ratings,Brand
Croocky Spicy and Lemon Flavor Croquettes Family Pack,10.83,10,2.4,Croocky Spicy
Monin caramel syrup - 1 liter,708.62,10,4.7,Monin caramel
"Lavida Pomegranate Molasses, 540gm",147.0,50,4.2,Lavida Pomegranate
"Riri rice with vegetables infant cereal, 200 gm",56.75,50,4.1,Riri rice
Marvel Dark Chocolate Bar with Coffee 90 g,70.0,5,3.9,Marvel Dark
Chew Chew Liqourice Jelly Candy 40 g,20.0,10,3.4,Chew Chew
"Imtenan Himalayan Coarse Salt, 250gm",29.0,5,3.7,Imtenan Himalayan
MIRINDA GREENAPPLE 2.43L PET,34.75,10,0.0,MIRINDA GREENAPPLE
Doritos Ketchup Jalapeno Tortilla Chips (65 g-105 g),15.0,5,5.0,Doritos Ketchup
Mr. Spell Mayonnaise 1 kg,95.0,10,3.7,Mr. Spell
Knorr Burger Mix,90.0,5,4.2,Knorr Burger
"100% Stevia Natural Sweetener Sugar Substitute Zero Calorie 150 Tablets, 150 Tablets, 1 Teaspoon Equivalent to 1 T",99.99,50,5.0,100% Stevia
"So Plus ""Herbal"" Lemon & Ginger",55.0,50,5.0,So Plus
LAKANTO Monkfruit Natural Sweetener - Pouch 235gm,215.0,50,2.9,LAKANTO Monkfruit
"Galaxy Flutes Chocolate, 4 Fingers, Pack of 12, 45 g, Share Moments of Chocolate Delight with Galaxy Flutes, Light and Crispy Wafer",217.2,10,4.3,Galaxy Flutes
Mr. Spell Rose Water 335 g,30.0,5,4.3,Mr. Spell
Delancey Bran Flex 250g,52.95,10,4.1,Delancey Bran
"Healthy Mill Quinoa & Chia Rice Cake, 3 Pieces",13.5,5,3.0,Healthy Mill
Mary Rose Fine Ground Sumac - 100 gm,56.0,10,4.6,Mary Rose
Trident Watermelon Sugar free Chewing Gum - 7 Pcs Pack of 12,157.54,10,0.0,Trident Watermelon
Abu Auf Pretzel Cheese 40 gm,17.1,10,4.2,Abu Auf
Oreo Vanilla Filled Biscuits Sharing Pack of 14 Cookies (122.5g),150.0,10,4.1,Oreo Vanilla
Chipsy Chipsawich BBQ Potato Chips (76 g-93 g),15.0,5,4.0,Chipsy Chipsawich
Haj Arafa Bechamel Mix 35 g,8.0,5,4.1,Haj Arafa
Just Fruits - Fruits Puree Nature Inside Apple & Banana 110gm,32.95,5,4.3,Just Fruits
"Al suhagy turmeric powder, 60 gm",25.29,10,4.2,Al suhagy
El Serag Tuna Chunks 185 g,85.0,50,4.7,El Serag
Abo Auf Special Hazelnut Coffee 200 Grams,190.0,50,4.4,Abo Auf
iSiS Barley – 25 Sachets,74.25,5,3.7,iSiS Barley
Shaheen cafe Coffee Oriental Blend Meduim Plain (Turkish Coffee),187.0,10,3.7,Shaheen cafe
verde فيردي جيلي بالفراوله,44.0,10,3.9,verde فيردي
Star-Date Fructose Sugar (500),130.75,50,4.1,Star-Date Fructose
Verde Dark Chocolate Bar,65.0,5,3.0,Verde Dark
Golden Breeze Fusilli Oat Pasta 400 g,70.79,10,4.8,Golden Breeze
Cuppa Turkish Plain Medium Coffee Bag 200 g,180.0,10,4.6,Cuppa Turkish
Chipsy potato Chips with Cheese & Onion flavor (78 g-90 g),20.0,5,4.4,Chipsy potato
AL-AGAIBY Buffalo Ghee 1 kg,481.64,10,3.9,AL-AGAIBY Buffalo
Bab ElSham Italian Dressing 15g,14.95,10,3.7,Bab ElSham
Lara Coffee- Rossa 30% Arabica Coffee Beans Medium Roast,650.0,50,3.6,Lara Coffee-
ONIC NATURALLY YOURS - Quinoa Seeds – 250g | Gluten-Free | High Protein & Fiber | Ideal for Diet & Healthy Meals | 100% Natural Vegan Superfood | Packed in Resealable Tin Can,75.0,10,4.6,ONIC NATURALLY
EESPRESSO E Gold Aluminum Capsules Density 12 Compatible with Machines 10 Capsules,165.0,50,5.0,EESPRESSO E
"Healthy Mill Crunchy Waffle with Butter, 150g",60.7,5,3.9,Healthy Mill
Loacker Crispy Wafers with Vanilla Cream Filling - 30 gm,24.94,5,4.4,Loacker Crispy
سودانى بالشيكولاتة 300 جرام من (SPICEKICK) Spicekick Chocolate Sudanese 300g (),180.0,10,3.6,سودانى بالشيكولاتة
Alpro barista soya for professionals - 1l,199.5,10,4.3,Alpro barista
Marvel Tunisian extra virgin olive oil 500ml,309.0,10,4.5,Marvel Tunisian
LIPTON GREENTEA MINT UFS FNX,51.3,10,4.5,LIPTON GREENTEA
Imtenan Turkish Medium Plain Coffee 200 gm,175.0,10,3.8,Imtenan Turkish
Wadi Food Green Olives - Whole 650 gm Jar,99.5,10,4.3,Wadi Food
Schweppes Gold Malt Peach 250 ml Twist off,17.75,10,4.7,Schweppes Gold
Al Fares Chocolate Halva 720 g,130.32,10,4.3,Al Fares
Imtenan Protein Bar Peanut- 70 Gm,55.5,50,3.2,Imtenan Protein
"Abu Auf (2x1) Instant coffee Box – 24 Sachets, Premium Quality, Energy Booster",164.63,50,3.9,Abu Auf
Mexicana Mushroom Slices - 800 gm,75.0,50,4.0,Mexicana Mushroom
Lino Oat Biscuit Apple & Cinnamon 30gm,11.0,5,3.8,Lino Oat
Bristot:Nespresso CREMOSO10 Caps Speciale,244.35,10,3.8,Bristot:Nespresso CREMOSO10
"Tik Tik Instant Pasta, Creamy Chicken, 65g",18.64,5,2.4,Tik Tik
"Green Dobella gel food coloring for food, 30 ml -",28.5,50,4.0,Green Dobella
Classic danish cocoa fasting biscuits - 750 gm,215.0,10,4.0,Classic danish
Founty Sardeen 125g,60.0,10,4.3,Founty Sardeen
"Imtenan Organic Balsamic Vinegar, 250 ml",93.05,5,4.7,Imtenan Organic
Samyang Spicysauce200G,295.0,10,4.5,Samyang Spicysauce200G
"Royal ginger lemon herbs , 12 bags",14.95,10,4.2,Royal ginger
Corona Dark Chocolate - 6 Pcs,210.0,10,4.5,Corona Dark
Founty Hot Sardeen 125g,60.0,10,4.0,Founty Hot
Nido Fiber Milk Powder 100g,43.95,50,4.1,Nido Fiber
"Royal Herbs green tea, 25 bags",27.95,10,4.0,Royal Herbs
Trident Spearmint Sugar free chewing - 7 Pcs Pack of 12,180.0,10,4.4,Trident Spearmint
Haj Arafa Paprika Powder - 75 grams,45.7,50,4.4,Haj Arafa
El Matbakh Pasta Small Rings 1K,36.6,5,4.4,El Matbakh
AL-AGAIBY Mixed Pickled Jar 1 kg,43.79,10,3.7,AL-AGAIBY Mixed
Aala El Gahiz Al instant chicken with vegetables flavor soup with noodles,18.0,5,3.1,Aala El
Zumra Glass Noodles - 250 gm,145.0,50,5.0,Zumra Glass
Imtenan ginseng honey - 180 gm,314.75,10,4.1,Imtenan ginseng
"Ice Breakers Duo Fruit + Cool Mints, Watermelon Flavoured Mints, 42g",98.04,10,4.6,Ice Breakers
ورق ارز 22سم - 340 جرام,359.0,10,3.5,ورق ارز
Bab ElSham Curry Powder - 45g,35.5,50,4.6,Bab ElSham
ONIC NATURALLY YOURS Xanthan Gum – 100g | Keto Essential | Natural Gluten Alternative | Food Thickener for Baking & Sauces | Gluten Free & Additives Free,90.0,10,4.8,ONIC NATURALLY
Areon Quality Perfumes Mon Areon Bubble Gum,53.2,50,4.3,Areon Quality
Choice light soy sauce - 500ml,88.0,50,4.1,Choice light
"Dobella Crispy Chicken Powder Spices, 500 gm",45.2,50,3.8,Dobella Crispy
Abu Auf Coconut - 250 gm,147.82,10,4.3,Abu Auf
"Premium Chocolate Hazelnut Spread 900g – No Palm Oil,| Smooth & Creamy Texture | Made with Roasted Hazelnuts & Rich Cocoa",180.0,10,3.5,Premium Chocolate
"MED-COFFEE ELITE Whole Coffee Beans, ELITE is (80% Arabica and 20% Robusta) .1000 GRAMS",849.99,10,4.5,MED-COFFEE ELITE
Abdelmaboud extra cardamom 200g dark,209.0,10,4.3,Abdelmaboud extra
Wadi Food Kalamata Olives - Whole 650 gm Jar,128.7,50,4.5,Wadi Food
Royal Hills Plain Fava Beans 400 g,18.87,50,3.8,Royal Hills
Raw Kettle Cooked Potatoes Sea Salt 34-48,12.0,5,4.1,Raw Kettle
Mero extra virgin olive oil - 250 ml,176.0,10,4.0,Mero extra
Ahmad Tea Extra Strong Loose Tea - 250 grams,160.0,100,4.2,Ahmad Tea
"Storck Werthers Chocolate Toffee, 100 gm",169.0,50,4.2,Storck Werthers
Royal mint herbs - 100 bags,98.2,50,4.4,Royal mint
Spritz Bundle - Butter & Original - non-stick Cooking Spray - 2 X 200 ml,300.0,10,0.0,Spritz Bundle
Taylors of Harrogate Earl Grey Tea - Pack of 20 Tea Envelopes,199.5,10,4.4,Taylors of
Monin Sugar Free Vanilla Syrup - 700 ml,648.43,10,4.8,Monin Sugar
Naturesta Ketchup Original 5KG – Bulk Classic Tomato Flavor – Diet and Keto-Friendly Foodservice Ketchup,875.0,10,3.8,Naturesta Ketchup
"Zero Treat Healthy Ranch Sauce, Keto Friendly, Zero Sugar Added",227.0,10,4.7,Zero Treat
Gimoka Aurum Roasted Coffee Beans - 1 Kg,1350.0,15,4.2,Gimoka Aurum
Imtenan Gingko tea 18 teabag,54.0,50,4.2,Imtenan Gingko
verde فيردي كريم كراميل 50 جرام,52.0,10,2.8,verde فيردي
"O-LIVE أوليف Organic Extra Virgin Olive Oil 500ml, First Cold-Pressed, Low-Acidity, Single -Origin,100% PURE EVOO, Cooking, Grilling & Salad Oil, Rich in Omega-3 & Antioxidants",450.0,10,4.3,O-LIVE أوليف
Tora Bika Cappuccino 5 x 25g,79.0,50,4.0,Tora Bika
Rehana shredded wheat - 500 gm,48.0,50,4.2,Rehana shredded
Rehana coriander powder - 20 gm,9.1,10,4.2,Rehana coriander
Mero Premium Strawberry Jam - 1.7 Kg,119.25,10,4.0,Mero Premium
Takis - Blue Heat- 56g,215.0,50,4.6,Takis -
"Misr Café Tea Break Masala Tea, 25gm Pack of 8 Sachets",140.0,50,3.4,Misr Café
"Splenda 300 Sweet Minis Sweetener, 20.5 g",399.0,10,4.3,Splenda 300
Hero baby Wheat & Oat with Milk - 150 gm,109.35,5,4.4,Hero baby
Americana Peeled Fava Beans With Oil & Tomato - 400 Gm,26.5,50,4.1,Americana Peeled
Clorets Cinnamint chewing Gum - 12 Pcs Pack of 12,180.0,10,0.0,Clorets Cinnamint
D'amore Cappuccino Banana 10 sachets 18 grams each,80.0,10,3.6,D'amore Cappuccino
Chefy Mix Shish Tawook Marinade 40 gm,12.25,10,4.1,Chefy Mix
Lavazza Crema E Aroma Coffee Beans Blend Espresso Roast Arabica and robusta 1 kg,1750.0,50,4.3,Lavazza Crema
Healthy Mill Crunchy Vegan Gluten-Free Waffle 150 g,69.95,5,4.4,Healthy Mill
"Kinder Choco-Bons, 125g Pack",229.0,10,3.7,"Kinder Choco-Bons,"
"Stroop Wafel Biscuits with Coconut, 30g",5.6,5,3.2,Stroop Wafel
"Ahmad Tea Mango Magic Flavoured Black Tea Fruit Pieces, 20 Foil Tea Bags",99.9,10,4.3,Ahmad Tea
Dobella All Purpose Flour - 500 Grams,70.95,5,3.8,Dobella All
"Cornexi Choco Pops Cereal, 250g",44.0,5,4.2,Cornexi Choco
Rehana pure sunflower oil - 800 ml,82.95,10,4.3,Rehana pure
"K0PIK0 Coffee Coffe Flavoured Hard Candy, 560g",199.0,50,3.7,K0PIK0 Coffee
Rose Soft Pressed Tea 100 g,27.36,5,4.0,Rose Soft
Rabea original teabags 50,63.45,10,4.8,Rabea original
Mero premium raspberry jam - 420 gm,54.95,5,3.8,Mero premium
Cuppa Turkish Coffee - Plain Light - Bag 200 g net,180.0,10,3.0,Cuppa Turkish
Haboba Egyptian Bulgur 500 g,29.13,50,4.7,Haboba Egyptian
Al Doha Milled Ginger - 70 grams,71.0,50,4.5,Al Doha
"Magic Moments Strawberry Flavored Syrup, 180g",31.0,50,3.9,Magic Moments
"Kind Kids Cream Spread – 900 g | Smooth Milk Chocolate & Cream Blend | Palm Oil Free | Kinder-Style Spread for Pancakes, Crepes, Desserts & Kids Snacks",210.0,10,3.8,Kind Kids
Trident Gum Flavor Tropical Fruit - 2725497189516,62.0,10,4.3,Trident Gum
"Five stars cake flour, 1 kg",47.3,10,4.3,Five stars
Ganna Newzelandy Ghee 350 g,44.0,10,4.8,Ganna Newzelandy
Mimix Dolce Coffee Hard Candy Family Pouch (97g),20.0,10,4.0,Mimix Dolce
Sweetana Sugar-Free Pistachio Flavor White Chocolate Bar 90 g,75.0,10,4.0,Sweetana Sugar-Free
Slite Corn Oil 700 ml,83.0,10,4.6,Slite Corn
Solo syrup chocolate 250gm,59.95,50,3.7,Solo syrup
El Shamadan Joy Biscuit Wafer Filled With Flavored Strawberry Cream Set Of 12,71.76,10,3.9,El Shamadan
Nespresso Ispirazione Ristretto Italiano Coffee Capsules Intenso,545.0,10,4.2,Nespresso Ispirazione
Chefy Mix Mixed Grill Marinade 80gm,36.73,10,3.8,Chefy Mix
"All Day Cappuccino Vanilla Coffee Mix, 12 Sachets x 20g",119.99,10,4.2,All Day
Al Doha garlic powder - 60 grams,93.5,5,4.8,Al Doha
Haj Arafa Maamoul Dates Pastry 25 g,6.1,5,0.0,Haj Arafa
Mentos Perfetti Mint - 29g,14.12,10,4.4,Mentos Perfetti
Haj Arafa Fine Black Pepper 70 g,60.0,5,4.8,Haj Arafa
DAVO Sweet Corn Kernel Can,40.0,10,4.1,DAVO Sweet
Bab ElSham Thyme - 20g,26.6,10,4.3,Bab ElSham
Good Day Vanilla Food Liquid 30 ml,20.0,5,4.1,Good Day
Chefy Mix Meat Shawarma Marinade 110gm,36.73,10,4.2,Chefy Mix
Imtenan organic flaxseed- 250 gm,68.0,5,4.4,Imtenan organic
"Magical Marshzone Marshmallows, BBQ Flavor, 100g",38.5,5,4.2,Magical Marshzone
No Cal Powder 2 Packs x 250g (Total 500g) | Zero Calorie Sugar Powder Alternative | Keto and Diet Friendly | Powerful Sweetener for Desserts & Drinks,248.0,10,5.0,No Cal
"Memra Coconut-Based Milk Powder for Coffee and Beverages, 250g – Gluten Free",250.0,10,3.6,Memra Coconut-Based
Abu Auf Turkish Coffee Medium Roast (Blend) Pack- 50 gm,80.0,5,4.0,Abu Auf
5 Minutes strawberry cake - 400gm,54.75,10,4.2,5 Minutes
"Lavazza, Espresso Maestro Intenso, 10 Aluminium Capsules Compatible with Nespresso Original Machines, Wood, Spice, & Cocoa Notes, Arabica & Robusta, Intensity 11/13, Medium Roasting, Zero CO2 Impact",250.0,10,4.2,"Lavazza, Espresso"
Cheetos Puffs with flaming Hot flavor,10.0,10,4.3,Cheetos Puffs
"Beyti Juice Apple - 235 ml, 5+1",50.0,100,5.0,Beyti Juice
"Said Hazelnut Chocolate Tablets — 80 g (Pack of 2) | Milk Chocolate with Crunchy Roasted Hazelnuts | Rich, Creamy & Nutty Flavor | Premium Quality",245.0,10,3.5,Said Hazelnut
Al Doha Onion Powder - 60g,84.95,10,4.5,Al Doha
Trident Spearmint Sugar Free Gum 14 Pieces,52.5,10,4.4,Trident Spearmint
Beyti Juice 1L Cocktail Promo 2 save 10,56.75,10,5.0,Beyti Juice
Spritz Truffle non-stick Cooking Spray - 200 ml,240.0,10,0.0,Spritz Truffle
"Bab Elsham Turmeric, 45gm",34.75,10,4.6,Bab Elsham
Sweet And Savory Chocolate Colored Peanut 40 gm,20.52,5,3.0,Sweet And
"Bragg s - Organic Apple Cider Vinegar - 473 ml, Bottle, USA",799.0,10,4.5,Bragg s
Zaeem Red Lentils - 500g,49.4,5,3.8,Zaeem Red
Bab elsham Smoked Paprika - 45gm,62.45,10,4.7,Bab elsham
Juhayna Coconut Milk - 1 Liter,116.44,10,4.0,Juhayna Coconut
Aldoha Chili Pepper Grinder,70.95,50,4.6,Aldoha Chili
Al-Durra International Tomato Sauce 2800g,250.1,10,4.9,Al-Durra International
"Magical Marshzone Marshmallows, 65g",22.95,5,4.4,Magical Marshzone
Mary Rose Fine Ground Cumin - 200 gm,107.0,50,4.2,Mary Rose
علكه لبان - سماره - خالي من السكر -AM - القلب -عبوة به - 100 قطعه *طبيعي,83.0,50,4.0,علكه لبان
"Magic Moments Chocolate Syrup Sachet, 22g",6.25,10,3.7,Magic Moments
ZARY Wafery Whole Black Pepper 250 gm,290.7,10,3.6,ZARY Wafery
Zero Protein Bar 70G (24G Protein) Box of 16 bars (Mix),699.0,10,5.0,Zero Protein
Haj Arafa Chicken Stock - 100 grams,39.55,5,3.9,Haj Arafa
LAVAZZA Qualita Rossa Medium Roast 250 grams,480.0,10,4.1,LAVAZZA Qualita
Royal Herbs Tilia With Guava Leaves Natural - 12 Bags,14.95,10,4.2,Royal Herbs
Hero baby 8 cereal and fruits with milk 300 gm,201.5,5,4.7,Hero baby
Loacker Quadratini - Tiramisu Wafer Cubes - 110gr,162.76,10,4.4,Loacker Quadratini
Illy Decaffeinated Ground Coffee 250g,635.0,10,4.5,Illy Decaffeinated
El Shamadan Tipo Soft Biscuit Filled And Coated With Natural Chocolate - 6 Pieces,84.12,10,4.7,El Shamadan
Daria Grade A Supreme Thyme - 350 gm,63.86,5,4.1,Daria Grade
Afia Tuna Chunks in Sunflower Oil 185g,73.46,5,4.4,Afia Tuna
iSiS Maamoul with Dates – 12 Pieces,70.09,10,4.0,iSiS Maamoul
"Class A Advanced Chocolate Protein Bar, 70g",44.0,5,3.8,Class A
Verde Classic Hazelnut Chocolate Bar,65.0,10,3.8,Verde Classic
"Manutti Irish Coffee Zero Sugar Syrup, Gourmet Flavoured, 1 Litre",250.0,10,0.0,Manutti Irish
Isis Organic Tillia Tea 12 Bags,18.23,50,4.1,Isis Organic
Sweet and Slim No Calorie Sweetener - 50 Sachets,87.0,10,4.3,Sweet and
Kamara magic blue gifts,154.17,10,3.0,Kamara magic
Moro Caramel Coated Nougat Bar Covered With Chocolate Cadbury (40g) Pack of 12,180.0,10,3.4,Moro Caramel
Shaheen cafe ESPRESSO LUNGO STRONGO 200G,249.99,10,3.7,Shaheen cafe
Dobella. rice crackers cheese and onin flavour 35 gm,14.82,10,3.6,Dobella. rice
Nori Sushi Paper - 50 Sheets,535.0,10,3.7,Nori Sushi
Karak Tea 10 Pcs Hel 200g,194.29,10,4.3,Karak Tea
Biscuits Wafer Filled with Chocolate Pack of 6 Pakt (*Candlestick *),60.0,10,3.5,Biscuits Wafer
"El Hanim Vegetable Ghee, 350gm",38.75,10,3.7,El Hanim
Sidra Egyptian Rice 1kg,41.04,10,5.0,Sidra Egyptian
iSiS Natural Anise Herbal Tea – 100 Envelopes,145.75,10,4.6,iSiS Natural
Maggi Chicken Noodles Soup 60g,30.0,5,4.0,Maggi Chicken
Sukkari Dates (1 Kilogram),249.0,10,5.0,Sukkari Dates
Al Doha Cardamom - 5gm,26.95,5,4.4,Al Doha
Baker Heaven Pure Chocolate Bar 2.5 Kg,299.0,10,3.7,Baker Heaven
"Lavazza Crema e Gusto , Espresso Dark Roast 250gm",399.0,10,4.8,Lavazza Crema
Al Fares Plain Halva 140 g,24.12,10,3.5,Al Fares
El Mordjene - Gourmet Hazelnut Spread - 700gm,649.0,10,3.6,El Mordjene
Wadi Food Green Olives - Sliced 650 gm Jar,129.0,10,4.0,Wadi Food
Royal Herbs Regime with Cinnamon 25 TB,29.7,10,4.5,Royal Herbs
Haloub Al Missalia Natural Butter Ghee - 2 kg,1153.2,15,4.5,Haloub Al
ALI Chocolate Espresso Dark Chocolate - 80g,69.0,5,4.8,ALI Chocolate
Cerelac 3 Fruits with Milk 125g,55.0,4,4.4,Cerelac 3
Lavida Pizza Sauce 420g,60.0,10,4.4,Lavida Pizza
"Dreem Jelly Pomegranate & Strawberry Flavor, 85 Gm",17.0,10,4.2,Dreem Jelly
BAKELAND EGYPT English Cake Vanilla 400g,44.82,5,3.8,BAKELAND EGYPT
"Class A Medium Couscous, 1000g",91.0,5,3.6,Class A
Dolce Gusto Espresso Napoli - 16 Capsules,445.0,50,4.1,Dolce Gusto
Haj Arafa Potato Spice 110 g,40.0,5,4.4,Haj Arafa
Al Fares Halawa 1500 g,225.0,10,4.1,Al Fares
Spuds Bonz Hoot Bigger Size Pineapple Heatwave Chips 10 Bags,20.52,10,5.0,Spuds Bonz
Elvan Today Barcake - Chocolate - 12 Pieces,70.5,10,4.2,Elvan Today
Spuds Bonz Tomato Twister Premium Snacks 44-54 g,12.0,5,4.0,Spuds Bonz
"Dobella. Sliced Pickled Black Olives, 720 gm",126.54,10,3.9,Dobella. Sliced
Sweet And Savory Peanut Barbeque 80 gm,20.52,5,4.3,Sweet And
Al Kamar Tuna crumbled Hot 140 g,33.25,50,3.4,Al Kamar
"Riri rice with protein infant cereal, 200gm",56.75,5,4.3,Riri rice
Sekem date bite with chocolate 50 gm,20.5,5,1.0,Sekem date
Dana bay leaves (pouch 10gm),11.2,5,4.1,Dana bay
"Tik Tik Instant Pasta, Mac and Cheese, 65g",21.0,5,2.6,Tik Tik
Imtenan Turkish flavored light Coffee 200gm,220.0,10,3.8,Imtenan Turkish
Wadi Food Black Olives - Paste - Chili 300gm Jar,31.25,10,3.7,Wadi Food
Rehana cloves 40 gm bottle,75.0,10,4.6,Rehana cloves
Verdi Jelly Mix Berries,44.0,10,3.8,Verdi Jelly
Freska Coated Bar White Halawa-12 Pieces,58.65,10,4.4,Freska Coated
"Bin Amer Medium Cardamom Turkish Coffee, 250 Grams - Black",190.0,10,5.0,Bin Amer
"Magic Moments Modified Potato Starch, 50g",29.4,5,3.4,Magic Moments
Imtenan Plain Medium Turkish Coffee 100 g,90.0,10,3.7,Imtenan Plain
Wadi Food Olive Oil - Extra Virgin 1 L PET,887.2,10,4.3,Wadi Food
Boosh Ginseng with Royal Jelly Honey Sachets Box 15 x 25 g,428.0,10,0.0,Boosh Ginseng
Gotella Dark Chocolate Spread with Hazelnut 425 g,215.0,10,3.6,Gotella Dark
Source pineapple powder juice 900 gm,114.58,10,4.0,Source pineapple
Imtenan Flax seed- 400 Gm,110.0,10,4.7,Imtenan Flax
Molto Magnum Mix Chocolate & Cream (90g),26.82,10,4.8,Molto Magnum
Daria Brown Suger 250 g,45.0,5,3.9,Daria Brown
"Mazaq 2 in 1 instant tea with milk, classic - 12 sachets",109.74,10,3.3,Mazaq 2
Raw Kettle Cooked Potatoes Jalapeno 34-48,12.0,5,3.9,Raw Kettle
Megan Children | Pack of 2 Jars Gummies Fortified With Omega 3 Fish Oil | 120+ 60 Gummies | Multi-Flavored |,399.0,10,4.3,Megan Children
Shana Pollen Bees - 150 Gm,250.0,10,4.3,Shana Pollen
بن العميد الكويتي فاتح ساده - عبوة 250جرام,575.0,10,3.0,بن العميد
ZARY Jasmine Tea 100 gm,37.62,10,3.9,ZARY Jasmine
Ahmad Tea London Strong Fine Tea 200 Grams + London Blend Strong Fine Tea 40 Grams For Free,119.0,10,4.1,Ahmad Tea
"Al Attar Green Tea Bags - 24 Bags ,36 g",91.2,10,4.4,Al Attar
"Mega oats flakes, 600 gm",83.5,10,4.1,Mega oats
Rose Tea 25-Teabags,23.03,10,3.9,Rose Tea
Spicy fried chicken hot mix - 45 grams,17.75,5,4.3,Spicy fried
Mero Anise Bag - 50 * 2 Gm,50.59,10,4.5,Mero Anise
iSiS Natural Green Tea With Mint - 50 Bags,75.63,10,4.5,iSiS Natural
"Manutti Salted Caramel Gourmet Syrup, 1 Litre",200.0,10,0.0,Manutti Salted
سدرة بقسماط مطحون 300 جم Sedra Bread Crumbs 300 gm,23.0,5,3.2,سدرة بقسماط
بيكين POWDER مجموعة من (6 كيس) مسحوق الخبز كل كيس وزن 16 جرارام من كوOX,59.0,10,5.0,بيكين POWDER
Rehana dry bulgur - 500 gm,56.5,10,4.4,Rehana dry
Shelled Walnuts 275 Gram,270.0,10,4.0,Shelled Walnuts
Cuppa Turkish Coffee - Mixed With Cardamon - Medium Roast - Bag 50 g,55.0,10,2.5,Cuppa Turkish
Gotella Mini Chocolate Spread with Hazelnut 30 g x 24 Pieces,174.0,10,4.1,Gotella Mini
"Sante Crunchy Cereal, Banana and Chocolate, 350 g",157.95,10,4.6,Sante Crunchy
Organic Nation | Pink Himalayan Salt | Full of Flavour | Rich in Nutrients | Healthier Alternative | Lower Blood Pressure | Anti-Inflammatory | Cooking Salt | Bath Salt | 200g,52.03,5,4.4,Organic Nation
"Magical Flavors Bones Gummy Candy, 80g",24.95,5,3.9,Magical Flavors
Vitrac raspberry jam - 430 gm,80.13,10,4.2,Vitrac raspberry
"Dobella minced chili, 370 gm",37.78,10,3.1,Dobella minced
"Sonbolat El Forat Premium Cake Flour, 1kg",51.95,50,4.7,Sonbolat El
Rose Soft Pressed Tea 250 g,71.82,5,4.5,Rose Soft
Aala El Gahiz Al Instant Creamy Mushroom Soup with Noodles,19.25,5,3.5,Aala El
Lezzet Cream Chocolate 900 gm,199.0,10,3.5,Lezzet Cream
Sting Strawberry Flavour Energy Drink - 275 ml,14.45,10,3.5,Sting Strawberry
Oscar Natural Nuts - Chinese Crackers 100 gm,50.07,10,3.0,Oscar Natural
"Storck Riesen Chocolate Bag,150g",165.0,10,4.4,Storck Riesen
Rehana black pepper powder - 20 gm,22.75,10,4.4,Rehana black
Imtenan medicine flowers honey 250 gm,88.35,5,4.0,Imtenan medicine
"Alsuhagy basmati golden rice, 1 kg",108.3,10,4.3,Alsuhagy basmati
Miro Milk Mix Flavor Strawberry,124.0,10,4.3,Miro Milk
Bab ElSham Cumin - 45g,52.95,10,4.8,Bab ElSham
Sweetana Free Sugar Milk Chocolate 35 g,30.0,5,4.3,Sweetana Free
Rehana black seeds 20 gm,14.11,10,4.3,Rehana black
Shamaedan Hd Cocoa With Chocolate 6 Pieces,78.0,10,4.6,Shamaedan Hd
"Haday Signature Dark Soy Sauce, 150 ml",75.0,5,4.7,Haday Signature
Al-Mazaj Turkish Coffee Plain Light 250 g,110.58,10,2.0,Al-Mazaj Turkish
Master Food Hot Chocolate Powder Drink 400g,159.0,10,3.3,Master Food
Abu Auf Protein Bar Birthday Cake 50 gm,50.0,5,3.8,Abu Auf
"Kayy Nutritious Oats with Cinnamon, 500g",69.0,10,4.1,Kayy Nutritious
Deemah Strawberry Cream Biscuit 68 g,23.33,10,5.0,Deemah Strawberry
Mary Rose Garlic Powder Fine - 200 gm,54.0,10,4.0,Mary Rose
Dark Chocolate Chips 250g for Sweets,249.0,10,3.2,Dark Chocolate
"Cornexi Fruit Flakes Cereal, 250g",39.33,4,3.8,Cornexi Fruit
Shana Dandelion herb 40g,64.0,10,3.8,Shana Dandelion
Naqawa Premium Egyptian White Rice - 10 kg,310.0,50,3.8,Naqawa Premium
Mary Rose Black Seed - 100 gm,49.0,10,4.2,Mary Rose
Sedra Red Lentils 400 g,47.0,10,5.0,Sedra Red
5 Minutes Raspberry Ice Cream powder 75 gm,20.25,10,3.3,5 Minutes
Royal cinnamon 12 tea bags,15.0,10,4.4,Royal cinnamon
